date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:19:37	60362/60362	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3be8-ebca%22	https://htmldemo.net/bstore/bstore/assets/js/bootstrap.min.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/bootstrap.min.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:37	68265/68265	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3bea-10aa9%22	https://htmldemo.net/bstore/bstore/assets/js/jquery.fancybox.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/jquery.fancybox.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:37	24258/24258	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3be8-5ec2%22	https://htmldemo.net/bstore/bstore/assets/js/jquery.bxslider.min.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/jquery.bxslider.min.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:38	11741/11741	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3bea-2ddd%22	https://htmldemo.net/bstore/bstore/assets/js/jquery.meanmenu.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/jquery.meanmenu.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:38	29774/29774	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3bec-744e%22	https://htmldemo.net/bstore/bstore/assets/js/jquery.nivo.slider.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/jquery.nivo.slider.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:38	44349/44349	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3bf0-ad3d%22	https://htmldemo.net/bstore/bstore/assets/js/owl.carousel.min.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/owl.carousel.min.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:38	7083/7083	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3bf1-1bab%22	https://htmldemo.net/bstore/bstore/assets/js/wow.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/wow.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:39	10076/10076	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3bee-275c%22	https://htmldemo.net/bstore/bstore/assets/js/main.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/main.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:39	451724/451724	---MCZ	200	added ('OK')	application/javascript	etag:W/%22638b3bee-6e48c%22	https://htmldemo.net/bstore/bstore/assets/js/jqueryui.js	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/js/jqueryui.js	(from https://htmldemo.net/bstore/bstore/index.html)
01:19:39	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22638b3bbf-ed5f%22	https://htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfont.eot?v=4.3.0	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfonte0a5.eot	(from https://htmldemo.net/bstore/bstore/assets/css/font-awesome.min.css)
01:19:39	60767/60767	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22638b3bbf-ed5f%22	https://htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfont.eot?	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/bstore/bstore/assets/css/font-awesome.min.css)
01:19:39	56780/56780	---M--	200	added ('OK')	font/woff2	etag:%22638b3bc4-ddcc%22	https://htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfont.woff2?v=4.3.0	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfonte0a5.woff2	(from https://htmldemo.net/bstore/bstore/assets/css/font-awesome.min.css)
01:19:40	71508/71508	---M--	200	added ('OK')	font/woff	etag:%22638b3bc3-11754%22	https://htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfont.woff?v=4.3.0	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfonte0a5.woff	(from https://htmldemo.net/bstore/bstore/assets/css/font-awesome.min.css)
01:19:40	122092/122092	---M--	200	added ('OK')	application/octet-stream	etag:%22638b3bc1-1dcec%22	https://htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfont.ttf?v=4.3.0	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/fonts/fontawesome-webfonte0a5.ttf	(from https://htmldemo.net/bstore/bstore/assets/css/font-awesome.min.css)
01:19:41	8581/8581	---M--	200	added ('OK')	image/gif	date:Mon,%2020%20Nov%202023%2018:19:42%20GMT	https://htmldemo.net/bstore/bstore/assets/images/bx_loader.gif	C:/My%20Web%20Sites/demo%20duan1/htmldemo.net/bstore/bstore/assets/images/bx_loader.gif	(from https://htmldemo.net/bstore/bstore/assets/css/jquery.bxslider.css)
